,Rk,Player,Nation,Main_Pos,Sec_Pos,Squad,Age,Born,Total Tackels,TklW,Def 3rd,Mid 3rd,Att 3rd,Dribblers_Tackeld,Dribblers_Tackel_Att,Dribblers_Tackel%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Total_Cmp,Total_Att,Total_Cmp%,TotDist,PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Passes_in_Gameflow,Passes_Out_of_Gameflow,Freekick,Throughball,40_yds_pass,Crosses,Corner_Kicks,Corner_Kicks_In,Corner_Kicks_Out,Corner_Kicks_Straight,Passes_Offside,Passes_Blocked,Touches,Touches_Def_Pen_Area,Touches_Def_3rd_Area,Touches_Mid_3rd_Area,Touches_Att_3rd_Area,Touches_Att_Pen_Area,Live_Touches_in_Game,Dribbling_Att,Dribbling_Succ,Dribbling_Succ%,Tackeld_Dribbling,Tackeld_Dribbling%,Total_Carry_Distance,Total_Progressive_Carry_Distance,Total_Carries_in_1/3,Total_Carries_in_Penalty_Area,Miscontrols_Carries,Dispossed_Carries,Passes_Received,Progressive_Passes_Received,Shot_Creating_Action,Shot_Creating_Action_90,Live_Passes_lead_Shot_Att,Dead_Passes_lead_Shot_Att,Shot_Att_after_Dribbling,Shot_lead_to_Shot_Att,Foul_drawn_lead_Shot_Att,Def_Action_lead_Shot_Att,GCA,GCA90,Live_Pass_lead_Goal,Dead_Pass_lead_Goal,Goal_after_Dribbling,Shot_lead_Goal,Foul_drawn_lead_Goal,Def_Action_lead_Goal,League
10,11,Emanuel Aiwum,AT,DF,DF,Cremonese,21,2000,55,34,36,17,2,33,47,70.2,14,28,16,12,25,80,52,3,646,817,79.1,10819,3713,297,332,89.5,294,349,84.2,40,97,41.2,0,0.4,0.8,-0.4,4,48,7,1,46,715,100,24,1,6,4,0,0,0,0,2,13,997,105,506,452,51,5,997,10,3,30.0,5,50.0,3147,1569,11,0,6,5,521,7,11,0.60,11,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Serie A
11,12,Jean-Daniel Akpa-Akpro,CI,MF,FW,Empoli,29,1992,53,37,25,19,9,23,42,54.8,19,35,4,31,13,66,27,0,302,406,74.4,4399,1671,167,201,83.1,96,118,81.4,18,36,50.0,1,1.0,1.2,0.0,6,24,9,2,39,396,9,7,1,3,11,0,0,0,0,1,20,630,24,163,338,143,24,630,55,31,56.4,19,34.5,1788,748,23,8,25,15,351,37,28,1.86,18,0,3,2,2,3,5,0.33,3,0,1,1,0,0,Serie A
12,13,Luis Alberto,ES,MF,MF,Lazio,29,1992,49,29,18,20,11,23,72,31.9,49,35,6,29,9,58,4,0,1640,1988,82.5,25338,8690,905,986,91.8,560,646,86.7,116,238,48.7,7,7.0,6.3,0.0,66,210,56,1,248,1732,246,81,14,7,147,117,55,49,0,10,30,2217,29,269,1285,681,43,2215,41,19,46.3,20,48.8,5632,3214,76,10,33,31,1632,94,115,4.24,80,30,0,4,0,1,15,0.55,13,2,0,0,0,0,Serie A
13,14,Agustín Álvarez Martínez,UY,FW,MF,Sassuolo,21,2001,6,3,0,5,1,1,4,25.0,3,5,1,4,3,9,3,0,68,84,81.0,942,179,43,52,82.7,13,17,76.5,6,8,75.0,1,0.4,0.3,+0.6,2,4,2,0,6,76,8,0,0,1,4,3,0,3,0,0,1,155,4,12,76,71,16,155,17,7,41.2,8,47.1,294,95,1,2,16,12,96,19,9,2.20,3,0,2,3,1,0,2,0.49,1,0,0,1,0,0,Serie A
14,15,Kelvin Amian,FR,DF,DF,Spezia,24,1998,54,32,33,12,9,24,31,77.4,7,34,12,22,22,76,87,1,830,1110,74.8,13341,5833,414,481,86.1,324,419,77.3,59,131,45.0,1,2.3,2.2,-1.3,18,80,19,10,102,869,238,14,1,2,39,2,0,1,0,3,31,1395,110,506,512,383,47,1395,30,16,53.3,11,36.7,3822,2090,31,3,25,18,720,72,45,1.71,34,3,2,4,0,2,3,0.11,1,0,0,2,0,0,Serie A
15,16,Bruno Amione,AR,DF,DF,Hellas Verona,20,2002,1,1,1,0,0,1,2,50.0,1,1,0,1,0,1,4,0,11,16,68.8,167,40,6,6,100.0,5,7,71.4,0,2,0.0,0,0.0,0.0,0.0,0,0,0,0,0,9,7,0,0,0,0,0,0,0,0,0,1,20,9,17,4,0,0,20,0,0,,0,,22,8,0,0,0,0,4,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Serie A
16,17,Bruno Amione,AR,DF,DF,Sampdoria,20,2002,50,33,36,14,0,19,43,44.2,24,26,11,15,25,75,62,1,821,1032,79.6,14337,5874,337,386,87.3,413,479,86.2,59,117,50.4,1,0.6,0.8,+0.4,3,38,3,1,54,948,81,33,0,0,5,0,0,0,0,3,23,1263,139,715,479,83,24,1263,10,2,20.0,6,60.0,2805,1165,16,0,20,1,691,9,12,0.52,6,1,0,4,1,0,2,0.09,1,0,0,1,0,0,Serie A
17,18,Ethan Ampadu,WLS,DF,MF,Spezia,21,2000,66,37,33,28,5,17,41,41.5,24,48,23,25,36,102,98,0,1254,1548,81.0,23855,9527,474,538,88.1,631,707,89.3,134,253,53.0,1,1.1,0.9,-0.1,13,106,14,4,125,1426,116,46,3,17,11,0,0,0,0,6,20,1889,229,930,841,140,19,1889,12,9,75.0,1,8.3,5907,3014,21,0,18,7,1090,10,40,1.36,33,0,0,4,2,1,4,0.14,4,0,0,0,0,0,Serie A
18,19,Sofyan Amrabat,MA,MF,MF,Fiorentina,25,1996,39,24,15,17,7,16,29,55.2,13,23,5,18,21,60,18,2,1323,1490,88.8,26717,7147,450,504,89.3,636,677,93.9,217,258,84.1,1,1.1,1.6,-0.1,12,158,23,10,176,1396,91,80,1,22,26,1,0,0,0,3,25,1641,45,298,1106,256,6,1641,17,12,70.6,4,23.5,6108,2876,28,1,20,16,1196,24,44,1.98,38,0,0,0,2,4,4,0.18,3,0,0,0,0,1,Serie A
19,20,Felipe Anderson,BR,FW,FW,Lazio,29,1993,80,50,31,41,8,31,88,35.2,57,58,6,52,31,111,27,0,1093,1410,77.5,15203,3384,665,780,85.3,331,416,79.6,49,86,57.0,2,4.8,4.2,-2.8,47,61,47,6,114,1370,34,2,4,8,50,3,1,2,0,6,41,1832,32,236,830,790,129,1832,105,54,51.4,42,40.0,5271,2369,62,31,85,44,1367,224,99,3.01,79,1,10,6,3,0,15,0.46,8,0,4,2,1,0,Serie A
20,21,Janis Antiste,FR,FW,FW,Sassuolo,19,2002,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,13,18,72.2,159,43,8,11,72.7,4,5,80.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,23,0,7,9,7,1,23,1,0,0.0,1,100.0,49,9,0,0,1,0,16,2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Serie A
21,22,Marcos Antônio,BR,MF,MF,Lazio,22,2000,9,6,4,5,0,9,20,45.0,11,7,2,5,11,20,18,0,380,420,90.5,5541,1381,225,236,95.3,118,130,90.8,22,30,73.3,1,0.3,0.3,+0.7,3,40,2,0,25,418,2,2,1,0,0,0,0,0,0,0,5,493,29,117,331,49,1,493,5,4,80.0,0,0.0,1197,339,9,1,6,4,370,8,9,1.37,7,0,1,0,1,0,3,0.46,2,0,1,0,0,0,Serie A
22,23,Valentin Antov,BG,DF,DF,Monza,21,2000,6,5,3,3,0,1,5,20.0,4,5,4,1,4,10,14,1,201,229,87.8,3529,1518,85,93,91.4,90,98,91.8,19,30,63.3,0,0.0,0.1,0.0,1,12,2,0,14,213,16,4,0,1,2,0,0,0,0,0,1,267,34,127,121,19,0,267,1,1,100.0,0,0.0,600,313,2,0,3,2,174,3,2,0.59,2,0,0,0,0,0,1,0.29,1,0,0,0,0,0,Serie A
23,24,Marko Arnautović,AT,FW,FW,Bologna,33,1989,9,6,2,5,2,1,6,16.7,5,11,1,10,2,11,10,0,328,467,70.2,4736,799,180,234,76.9,106,138,76.8,17,32,53.1,0,1.9,1.4,-1.9,22,17,14,1,36,420,40,0,3,0,9,0,0,0,0,7,15,618,14,44,325,255,57,615,27,13,48.1,11,40.7,1616,524,12,6,42,19,496,116,44,2.58,36,0,3,2,3,0,5,0.29,3,0,1,0,1,0,Serie A
24,25,Tolgay Arslan,DE,MF,MF,Udinese,31,1990,29,18,13,15,1,14,39,35.9,25,19,0,19,12,41,9,1,485,605,80.2,8750,2629,228,261,87.4,169,200,84.5,71,101,70.3,0,1.6,1.6,-1.6,15,51,19,4,77,556,48,27,0,15,28,14,7,1,0,1,14,770,13,145,398,234,26,770,36,15,41.7,13,36.1,2944,1530,31,11,26,17,504,37,44,3.28,30,5,3,1,4,1,0,0.00,0,0,0,0,0,0,Serie A
25,Rk,Player,NATION,Pos,Pos,Squad,Age,Born,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Live,Dead,FK,TB,Sw,Crs,CK,In,Out,Str,Off,Blocks,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,TotDist,PrgDist,1/3,CPA,Mis,Dis,Rec,PrgR,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Serie A
7962649,26,Arthur,BR,FW,FW,Fiorentina,24,1998,9,2,1,4,4,4,8,50.0,4,10,1,9,1,10,12,0,183,271,67.5,2376,416,118,155,76.1,41,52,78.8,9,14,64.3,1,0.8,0.9,+0.2,14,3,7,0,21,253,16,0,1,1,4,0,0,0,0,2,14,489,14,36,168,289,102,487,35,15,42.9,17,48.6,1438,397,14,9,60,24,361,86,36,2.26,26,0,2,5,3,0,2,0.13,1,0,0,1,0,0,Serie A
7962650,27,Santiago Ascacíbar,AR,MF,MF,Cremonese,25,1997,29,14,17,10,2,14,35,40.0,21,14,2,12,13,42,11,0,358,435,82.3,6100,2189,182,207,87.9,135,145,93.1,34,56,60.7,0,0.4,0.5,-0.4,8,50,7,2,41,412,21,11,0,4,5,5,0,3,0,2,9,553,26,177,280,100,4,553,9,4,44.4,4,44.4,976,442,3,0,8,4,314,6,25,3.09,17,1,0,7,0,0,3,0.37,1,0,0,2,0,0,Serie A
7962651,28,Kristoffer Askildsen,NO,MF,MF,Lecce,21,2001,7,3,2,3,2,4,10,40.0,6,15,4,11,11,18,6,0,165,269,61.3,2965,1017,80,117,68.4,52,80,65.0,24,48,50.0,0,0.3,0.4,-0.3,7,20,2,0,24,234,34,11,0,8,19,15,7,6,0,1,8,351,17,68,190,97,8,351,6,3,50.0,1,16.7,665,336,2,2,13,3,176,17,15,1.85,9,4,0,0,2,0,1,0.12,1,0,0,0,0,0,Serie A
7962652,29,Kristjan Asllani,AL,MF,MF,Inter,20,2002,11,5,1,8,2,7,10,70.0,3,3,1,2,6,17,4,0,402,457,88.0,7554,2029,188,192,97.9,148,161,91.9,61,93,65.6,0,0.9,1.0,-0.9,11,27,6,1,29,426,30,13,1,5,21,16,5,9,0,1,4,507,8,115,309,87,2,507,5,2,40.0,3,60.0,1588,634,9,1,3,2,389,6,22,3.36,11,9,1,0,1,0,1,0.15,1,0,0,0,0,0,Serie A
7962653,30,Emil Audero,IT,GK,GK,Sampdoria,25,1997,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,7,1,617,919,67.1,19319,14234,91,91,100.0,246,248,99.2,279,572,48.8,0,0.0,0.1,0.0,0,16,0,0,0,628,286,86,0,0,0,0,0,0,0,5,2,982,811,968,17,0,0,982,0,0,,0,,2997,1827,0,0,1,0,414,0,5,0.20,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Serie A
7962654,31,Tommaso Augello,IT,DF,DF,Sampdoria,27,1994,17,14,13,2,2,9,20,45.0,11,23,7,16,17,34,61,1,1283,1774,72.3,21887,9530,613,701,87.4,531,716,74.2,114,236,48.3,5,3.9,3.8,+1.1,43,84,45,28,119,1408,365,49,0,5,170,21,6,15,0,1,71,1981,88,615,856,544,21,1981,64,36,56.3,23,35.9,5837,3177,43,5,21,17,1167,153,77,2.26,54,16,2,1,3,1,7,0.21,6,1,0,0,0,0,Serie A
7962655,32,Kaan Ayhan,TR,DF,DF,Sassuolo,27,1994,10,4,6,4,0,7,7,100.0,0,5,4,1,5,15,26,1,288,332,86.7,6000,1702,84,87,96.6,154,167,92.2,48,72,66.7,0,0.0,0.0,0.0,0,20,0,0,15,311,20,15,0,7,0,0,0,0,0,1,2,385,54,198,182,6,0,385,0,0,,0,,1168,744,5,0,0,1,264,0,5,0.83,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Serie A
7962656,33,Jaime Báez,UY,DF,DF,Cremonese,27,1995,4,2,3,0,1,3,6,50.0,3,0,0,0,0,4,2,1,32,48,66.7,640,379,8,10,80.0,13,17,76.5,7,14,50.0,0,0.1,0.3,-0.1,2,7,2,2,4,44,4,2,0,0,9,2,0,1,0,0,2,62,3,10,37,16,2,62,2,1,50.0,0,0.0,197,124,3,0,1,0,34,8,5,4.69,2,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Serie A
7962657,34,Nedim Bajrami,AL,MF,FW,Empoli,23,1999,8,4,3,3,2,4,6,66.7,2,5,0,5,7,15,4,0,260,348,74.7,3968,1323,149,182,81.9,79,96,82.3,20,43,46.5,1,1.2,0.7,-0.2,15,19,6,0,29,305,43,9,0,4,35,18,10,5,0,0,8,457,1,66,185,219,27,457,31,11,35.5,18,58.1,1928,816,21,10,24,17,304,47,39,3.74,27,8,2,1,1,0,4,0.38,2,0,1,0,1,0,Serie A
7962658,35,Nedim Bajrami,AL,FW,MF,Sassuolo,23,1999,12,7,6,2,4,5,11,45.5,6,9,1,8,7,19,6,0,245,355,69.0,3599,922,150,174,86.2,73,100,73.0,16,52,30.8,0,1.5,1.6,-1.5,14,13,11,0,44,307,48,9,0,0,57,34,17,13,0,0,15,451,8,63,150,247,29,451,32,18,56.3,12,37.5,1652,739,16,12,20,9,295,96,34,3.74,21,6,4,2,0,1,2,0.22,1,0,0,1,0,0,Serie A
7962659,36,Tiemoué Bakayoko,FR,MF,MF,Milan,27,1994,5,5,4,1,0,3,3,100.0,0,0,0,0,0,5,0,1,17,20,85.0,305,99,4,5,80.0,12,13,92.3,1,1,100.0,0,0.0,0.0,0.0,0,3,0,0,2,20,0,0,0,0,0,0,0,0,0,0,0,30,3,16,12,2,0,30,3,1,33.3,2,66.7,96,56,1,0,1,1,15,1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Serie A
7962660,37,Tommaso Baldanzi,IT,MF,MF,Empoli,19,2003,25,12,9,13,3,7,32,21.9,25,21,1,20,2,27,5,0,534,647,82.5,7465,1747,307,332,92.5,175,206,85.0,19,41,46.3,0,1.8,1.8,-1.8,23,38,17,1,69,592,52,6,3,4,21,6,1,0,0,3,19,841,11,109,408,334,46,841,60,23,38.3,30,50.0,3500,1772,51,14,33,15,600,94,60,3.04,38,2,7,5,8,0,4,0.20,4,0,0,0,0,0,Serie A
7962661,38,Fodé Ballo-Touré,SN,DF,DF,Milan,25,1997,14,9,7,6,1,7,10,70.0,3,11,3,8,2,16,3,0,234,281,83.3,3827,1223,117,128,91.4,103,119,86.6,13,26,50.0,0,0.2,0.3,-0.2,4,13,8,5,25,219,62,6,0,1,17,0,0,0,0,0,2,352,7,77,168,110,9,352,15,5,33.3,9,60.0,762,427,7,0,6,6,188,31,8,1.38,4,1,1,0,1,1,1,0.17,0,0,1,0,0,0,Serie A
7962662,39,Lameck Banda,ZM,FW,MF,Lecce,21,2001,30,20,13,14,3,15,41,36.6,26,24,2,22,8,38,5,0,278,428,65.0,3757,907,173,219,79.0,81,128,63.3,13,33,39.4,1,1.3,1.1,-0.3,14,17,7,1,28,409,17,1,0,1,51,11,5,1,0,2,22,720,13,75,266,403,74,720,112,48,42.9,48,42.9,4583,2236,55,38,67,36,509,160,42,2.31,20,2,13,3,4,0,3,0.17,3,0,0,0,0,0,Serie A
7962663,40,Filippo Bandinelli,IT,MF,MF,Empoli,27,1995,55,34,19,26,10,17,45,37.8,28,20,7,13,18,73,40,0,773,1049,73.7,12752,3934,379,434,87.3,299,379,78.9,64,138,46.4,0,2.6,2.4,-2.6,31,62,36,21,101,973,69,17,3,8,91,9,3,5,0,7,42,1333,66,317,658,376,29,1333,42,15,35.7,21,50.0,3897,1736,41,7,42,30,863,89,61,2.42,51,2,0,2,3,3,2,0.08,2,0,0,0,0,0,Serie A
7962664,41,Antonín Barák,CZ,MF,MF,Hellas Verona,27,1994,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,11,14,78.6,140,24,7,10,70.0,3,3,100.0,0,0,,0,0.0,0.0,0.0,0,2,0,0,2,13,1,0,0,0,1,0,0,0,0,0,0,16,0,0,10,6,0,16,2,1,50.0,1,50.0,68,25,0,0,1,1,11,1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Serie A
7962665,42,Antonín Barák,CZ,MF,MF,Fiorentina,27,1994,21,9,5,7,9,6,16,37.5,10,16,2,14,3,24,13,0,590,719,82.1,8980,1995,321,359,89.4,199,242,82.2,42,60,70.0,0,1.6,1.1,-1.6,22,59,14,2,82,689,28,6,5,6,14,0,0,0,0,2,16,904,19,84,470,362,67,904,39,19,48.7,17,43.6,3364,1435,31,8,34,28,649,93,44,2.20,35,0,4,2,3,0,1,0.05,1,0,0,0,0,0,Serie A
7962666,43,Andrea Barberis,IT,MF,MF,Monza,28,1993,7,2,4,3,0,5,11,45.5,6,0,0,0,8,15,1,0,140,166,84.3,2307,639,67,75,89.3,63,74,85.1,8,11,72.7,1,0.4,0.2,+0.6,4,16,1,1,14,157,9,6,0,0,4,2,0,2,0,0,2,194,6,38,126,31,2,194,0,0,,0,,487,253,7,1,3,6,137,0,10,2.67,9,1,0,0,0,0,2,0.53,1,1,0,0,0,0,Serie A
7962667,44,Tommaso Barbieri,IT,DF,DF,Juventus,19,2002,3,3,3,0,0,3,8,37.5,5,3,0,3,0,3,2,0,43,64,67.2,725,151,22,27,81.5,16,25,64.0,4,8,50.0,0,0.0,0.0,0.0,0,1,0,0,0,49,14,1,1,0,7,0,0,0,0,1,2,78,1,28,29,21,2,78,3,1,33.3,1,33.3,275,125,2,0,5,0,50,4,1,0.83,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Serie A
7962668,45,Francesco Bardi,IT,GK,GK,Bologna,30,1992,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,18,23,78.3,548,399,6,6,100.0,5,5,100.0,7,11,63.6,0,0.0,0.0,0.0,0,1,0,0,0,12,10,1,0,0,0,0,0,0,0,1,0,25,23,25,0,0,0,25,0,0,,0,,46,35,0,0,0,1,7,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Serie A
7962669,46,Nicolò Barella,IT,MF,MF,Inter,25,1997,49,25,17,26,6,28,53,52.8,25,29,5,24,12,61,12,0,1306,1601,81.6,21320,6648,684,773,88.5,486,564,86.2,102,177,57.6,6,5.6,4.1,+0.4,55,150,50,15,214,1566,29,13,6,16,84,6,0,2,0,6,30,1892,43,303,962,656,57,1892,70,40,57.1,17,24.3,7327,3430,69,10,52,39,1426,162,121,4.17,103,4,5,2,6,1,13,0.45,11,0,2,0,0,0,Serie A
7962670,47,Enzo Barrenechea,AR,MF,MF,Juventus,21,2001,8,3,3,4,1,3,5,60.0,2,3,0,3,2,10,3,0,98,115,85.2,1544,361,49,52,94.2,42,45,93.3,6,11,54.5,0,0.0,0.0,0.0,1,6,0,0,5,111,4,3,0,0,0,0,0,0,0,0,5,138,3,36,90,13,2,138,1,0,0.0,1,100.0,343,171,1,0,1,1,93,2,1,0.57,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Serie A
7962671,48,Musa Barrow,GM,FW,MF,Bologna,23,1998,21,4,10,6,5,8,14,57.1,6,25,1,24,1,22,7,0,583,806,72.3,9580,2327,319,354,90.1,184,249,73.9,59,134,44.0,8,4.7,3.3,+3.3,43,43,29,12,58,701,94,17,5,17,103,50,30,18,0,11,22,1064,5,122,454,502,46,1064,71,24,33.8,41,57.7,4328,1960,59,19,50,31,791,141,71,3.26,44,15,4,5,3,0,10,0.46,7,2,0,1,0,0,Serie A
7962672,49,Federico Baschirotto,IT,DF,DF,Lecce,25,1996,40,30,35,5,0,22,36,61.1,14,45,29,16,36,76,192,0,1049,1432,73.3,22612,8666,280,331,84.6,588,706,83.3,170,350,48.6,0,0.7,0.8,-0.7,8,86,7,3,107,1312,113,66,1,22,14,0,0,0,0,7,14,1823,238,968,771,96,36,1823,5,3,60.0,1,20.0,4481,2352,4,0,10,2,918,12,20,0.54,15,2,0,2,0,1,1,0.03,1,0,0,0,0,0,Serie A
