 ,Rk,Player,Nation,Main_Pos,Sec_Pos,Squad,Age,Born,Total Tackels,TklW,Def 3rd,Mid 3rd,Att 3rd,Dribblers_Tackeld,Dribblers_Tackel_Att,Dribblers_Tackel%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Total_Cmp,Total_Att,Total_Cmp%,TotDist,PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Passes_in_Gameflow,Passes_Out_of_Gameflow,Freekick,Throughball,40_yds_pass,Crosses,Corner_Kicks,Corner_Kicks_In,Corner_Kicks_Out,Corner_Kicks_Straight,Passes_Offside,Passes_Blocked,Touches,Touches_Def_Pen_Area,Touches_Def_3rd_Area,Touches_Mid_3rd_Area,Touches_Att_3rd_Area,Touches_Att_Pen_Area,Live_Touches_in_Game,Dribbling_Att,Dribbling_Succ,Dribbling_Succ%,Tackeld_Dribbling,Tackeld_Dribbling%,Total_Carry_Distance,Total_Progressive_Carry_Distance,Total_Carries_in_1/3,Total_Carries_in_Penalty_Area,Miscontrols_Carries,Dispossed_Carries,Passes_Received,Progressive_Passes_Received,Shot_Creating_Action,Shot_Creating_Action_90,Live_Passes_lead_Shot_Att,Dead_Passes_lead_Shot_Att,Shot_Att_after_Dribbling,Shot_lead_to_Shot_Att,Foul_drawn_lead_Shot_Att,Def_Action_lead_Shot_Att,GCA,GCA90,Live_Pass_lead_Goal,Dead_Pass_lead_Goal,Goal_after_Dribbling,Shot_lead_Goal,Foul_drawn_lead_Goal,Def_Action_lead_Goal,League
11,11,Nathan Aké,NL,DF,DF,Manchester City,27,1995,26.0,12.0,15.0,9.0,2.0,11.0,15.0,73.3,4.0,20.0,10.0,10.0,20.0,46.0,48.0,0.0,1639.0,1813.0,90.4,26199.0,8953.0,803.0,846.0,94.9,745.0,809.0,92.1,63.0,98.0,64.3,0.0,0.7,1.3,-0.7,9.0,165.0,9.0,1.0,140.0,1685.0,126.0,35.0,1.0,6.0,15.0,0.0,0.0,0.0,0.0,2.0,26.0,1959.0,86.0,615.0,1097.0,256.0,32.0,1959.0,5.0,3.0,60.0,1.0,20.0,5455.0,3314.0,19.0,4.0,16.0,0.0,1492.0,30.0,24.0,1.15,20.0,1.0,0.0,2.0,0.0,1.0,2.0,0.1,2.0,0.0,0.0,0.0,0.0,0.0,EPL
12,12,Marc Albrighton,ENG,FW,MF,Leicester City,32,1989,4.0,1.0,0.0,2.0,2.0,1.0,8.0,12.5,7.0,6.0,2.0,4.0,1.0,5.0,5.0,0.0,89.0,148.0,60.1,1440.0,551.0,48.0,60.0,80.0,23.0,34.0,67.6,12.0,34.0,35.3,0.0,0.9,0.4,-0.9,6.0,6.0,5.0,2.0,7.0,130.0,17.0,1.0,1.0,0.0,28.0,7.0,1.0,3.0,2.0,1.0,10.0,173.0,6.0,33.0,61.0,79.0,5.0,173.0,2.0,2.0,100.0,0.0,0.0,391.0,147.0,4.0,0.0,4.0,2.0,116.0,18.0,7.0,2.66,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EPL
13,13,Thiago Alcántara,ES,MF,MF,Liverpool,31,1991,43.0,24.0,20.0,21.0,2.0,14.0,23.0,60.9,9.0,15.0,3.0,12.0,21.0,64.0,13.0,2.0,946.0,1097.0,86.2,17219.0,4988.0,433.0,466.0,92.9,346.0,392.0,88.3,136.0,172.0,79.1,0.0,1.1,1.3,-1.1,17.0,110.0,20.0,1.0,120.0,1063.0,31.0,23.0,8.0,15.0,3.0,0.0,0.0,0.0,0.0,3.0,22.0,1251.0,45.0,272.0,796.0,188.0,8.0,1251.0,30.0,21.0,70.0,4.0,13.3,3639.0,1721.0,21.0,0.0,13.0,22.0,910.0,24.0,41.0,2.94,33.0,0.0,3.0,1.0,1.0,3.0,2.0,0.14,2.0,0.0,0.0,0.0,0.0,0.0,EPL
14,14,Carlos Alcaraz,AR,MF,FW,Southampton,19,2002,10.0,5.0,2.0,7.0,1.0,6.0,22.0,27.3,16.0,14.0,5.0,9.0,1.0,11.0,11.0,0.0,222.0,290.0,76.6,3147.0,669.0,114.0,137.0,83.2,80.0,95.0,84.2,8.0,19.0,42.1,2.0,0.7,0.7,1.3,5.0,20.0,6.0,0.0,28.0,279.0,9.0,1.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,10.0,430.0,14.0,73.0,234.0,130.0,23.0,430.0,28.0,13.0,46.4,11.0,39.3,1292.0,675.0,17.0,2.0,30.0,24.0,296.0,32.0,22.0,1.92,14.0,0.0,2.0,3.0,2.0,1.0,4.0,0.35,3.0,0.0,0.0,1.0,0.0,0.0,EPL
15,15,Trent Alexander-Arnold,ENG,DF,DF,Liverpool,23,1998,57.0,40.0,32.0,16.0,9.0,42.0,79.0,53.2,37.0,25.0,7.0,18.0,43.0,100.0,41.0,2.0,2188.0,2912.0,75.1,41590.0,16323.0,1000.0,1123.0,89.0,822.0,1045.0,78.7,331.0,642.0,51.6,9.0,11.5,9.1,-2.5,71.0,239.0,82.0,28.0,235.0,2393.0,509.0,70.0,26.0,59.0,252.0,98.0,16.0,74.0,1.0,10.0,37.0,3180.0,89.0,737.0,1631.0,837.0,44.0,3180.0,45.0,30.0,66.7,13.0,28.9,6848.0,3312.0,39.0,8.0,35.0,21.0,2042.0,139.0,124.0,3.82,81.0,34.0,3.0,5.0,1.0,0.0,17.0,0.52,14.0,2.0,1.0,0.0,0.0,0.0,EPL
16,16,Alisson,BR,GK,GK,Liverpool,29,1992,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,20.0,0.0,1241.0,1453.0,85.4,29043.0,18696.0,307.0,309.0,99.4,657.0,666.0,98.6,273.0,469.0,58.2,1.0,0.3,0.0,0.7,1.0,16.0,0.0,0.0,3.0,1199.0,250.0,57.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1536.0,1124.0,1498.0,39.0,0.0,0.0,1536.0,2.0,2.0,100.0,0.0,0.0,4654.0,2962.0,0.0,0.0,1.0,0.0,901.0,0.0,3.0,0.08,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.05,2.0,0.0,0.0,0.0,0.0,0.0,EPL
17,17,Dele Alli,ENG,MF,MF,Everton,26,1996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,15.0,80.0,123.0,10.0,6.0,8.0,75.0,4.0,5.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,13.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,1.0,8.0,11.0,2.0,20.0,1.0,0.0,0.0,1.0,100.0,30.0,3.0,0.0,0.0,3.0,1.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EPL
18,18,Miguel Almirón,PY,FW,FW,Newcastle Utd,28,1994,46.0,30.0,16.0,19.0,11.0,18.0,42.0,42.9,24.0,25.0,2.0,23.0,10.0,56.0,17.0,0.0,811.0,982.0,82.6,10752.0,2657.0,513.0,567.0,90.5,223.0,276.0,80.8,29.0,40.0,72.5,2.0,3.2,3.0,-1.2000000000000002,26.0,45.0,36.0,4.0,124.0,946.0,30.0,0.0,3.0,4.0,26.0,11.0,0.0,0.0,0.0,6.0,29.0,1300.0,25.0,147.0,417.0,760.0,138.0,1300.0,79.0,34.0,43.0,33.0,41.8,5389.0,2341.0,46.0,25.0,51.0,28.0,924.0,264.0,87.0,3.14,63.0,2.0,10.0,9.0,3.0,0.0,13.0,0.47,5.0,1.0,5.0,2.0,0.0,0.0,EPL
19,19,Julián Álvarez,AR,FW,MF,Manchester City,22,2000,26.0,16.0,3.0,13.0,10.0,9.0,29.0,31.0,20.0,13.0,0.0,13.0,2.0,28.0,6.0,0.0,395.0,503.0,78.5,5472.0,885.0,232.0,270.0,85.9,103.0,135.0,76.3,28.0,43.0,65.1,0.0,1.8,1.6,-1.8,18.0,22.0,13.0,2.0,37.0,478.0,21.0,2.0,7.0,3.0,26.0,4.0,3.0,0.0,0.0,4.0,17.0,654.0,8.0,46.0,255.0,360.0,89.0,653.0,38.0,21.0,55.3,14.0,36.8,2187.0,908.0,18.0,17.0,28.0,24.0,506.0,99.0,52.0,3.2,39.0,0.0,6.0,5.0,2.0,0.0,5.0,0.31,2.0,0.0,1.0,1.0,1.0,0.0,EPL
20,20,Daniel Amartey,GH,DF,DF,Leicester City,27,1994,19.0,8.0,13.0,5.0,1.0,12.0,14.0,85.7,2.0,24.0,17.0,7.0,8.0,27.0,71.0,0.0,1015.0,1114.0,91.1,17506.0,6591.0,442.0,473.0,93.4,498.0,526.0,94.7,62.0,91.0,68.1,0.0,0.5,0.4,-0.5,5.0,58.0,1.0,0.0,66.0,1092.0,20.0,15.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1279.0,185.0,658.0,578.0,46.0,9.0,1279.0,5.0,2.0,40.0,2.0,40.0,3720.0,2275.0,11.0,0.0,8.0,4.0,909.0,5.0,15.0,0.84,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,EPL
21,21,Samuel Amo-Ameyaw,ENG,MF,MF,Southampton,16,2006,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,83.3,74.0,11.0,0.0,1.0,0.0,3.0,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,5.0,3.0,0.0,8.0,4.0,3.0,75.0,1.0,25.0,70.0,64.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,22.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EPL
22,22,Joachim Andersen,DK,DF,DF,Crystal Palace,26,1996,42.0,22.0,30.0,12.0,0.0,16.0,32.0,50.0,16.0,28.0,13.0,15.0,24.0,66.0,188.0,0.0,1561.0,1972.0,79.2,36474.0,13911.0,346.0,391.0,88.5,927.0,1007.0,92.1,281.0,534.0,52.6,0.0,1.3,1.0,-1.3,12.0,153.0,8.0,1.0,105.0,1840.0,123.0,107.0,4.0,44.0,10.0,1.0,0.0,0.0,0.0,9.0,13.0,2303.0,355.0,1232.0,996.0,89.0,39.0,2303.0,9.0,5.0,55.6,4.0,44.4,6889.0,3787.0,8.0,2.0,8.0,3.0,1498.0,7.0,25.0,0.81,20.0,3.0,0.0,0.0,1.0,1.0,1.0,0.03,0.0,1.0,0.0,0.0,0.0,0.0,EPL
23,23,Elliot Anderson,SCT,MF,FW,Newcastle Utd,19,2002,11.0,5.0,5.0,3.0,3.0,6.0,12.0,50.0,6.0,11.0,2.0,9.0,6.0,17.0,2.0,0.0,150.0,198.0,75.8,2043.0,599.0,90.0,104.0,86.5,44.0,56.0,78.6,5.0,10.0,50.0,1.0,1.3,1.5,-0.30000000000000004,9.0,15.0,4.0,0.0,24.0,193.0,3.0,0.0,1.0,0.0,9.0,1.0,0.0,0.0,0.0,2.0,10.0,286.0,7.0,44.0,99.0,151.0,39.0,286.0,29.0,10.0,34.5,13.0,44.8,970.0,522.0,15.0,12.0,9.0,10.0,182.0,35.0,22.0,4.83,16.0,0.0,2.0,0.0,4.0,0.0,1.0,0.22,1.0,0.0,0.0,0.0,0.0,0.0,EPL
24,24,Jaidon Anthony,ENG,MF,FW,Bournemouth,22,1999,30.0,17.0,15.0,9.0,6.0,8.0,24.0,33.3,16.0,30.0,3.0,27.0,10.0,40.0,19.0,0.0,387.0,526.0,73.6,5818.0,1610.0,225.0,257.0,87.5,110.0,150.0,73.3,31.0,63.0,49.2,1.0,1.0,1.1,0.0,12.0,24.0,19.0,7.0,49.0,480.0,45.0,9.0,2.0,5.0,43.0,14.0,9.0,1.0,1.0,1.0,18.0,717.0,23.0,150.0,271.0,304.0,33.0,717.0,47.0,15.0,31.9,30.0,63.8,2449.0,1032.0,25.0,13.0,25.0,27.0,464.0,72.0,38.0,2.72,28.0,3.0,4.0,1.0,1.0,1.0,4.0,0.29,2.0,0.0,1.0,0.0,1.0,0.0,EPL
25,25,Michail Antonio,JM,FW,FW,West Ham,32,1990,14.0,7.0,1.0,8.0,5.0,3.0,12.0,25.0,9.0,13.0,5.0,8.0,5.0,19.0,9.0,0.0,186.0,348.0,53.4,2663.0,501.0,114.0,168.0,67.9,55.0,108.0,50.9,12.0,31.0,38.7,3.0,1.3,0.8,1.7,15.0,12.0,8.0,2.0,27.0,335.0,12.0,1.0,1.0,1.0,35.0,0.0,0.0,0.0,0.0,1.0,18.0,596.0,15.0,39.0,262.0,308.0,80.0,596.0,65.0,26.0,40.0,29.0,44.6,2589.0,1243.0,26.0,18.0,76.0,45.0,476.0,120.0,39.0,1.92,24.0,0.0,6.0,4.0,5.0,0.0,9.0,0.44,6.0,0.0,2.0,1.0,0.0,0.0,EPL
26,26,Antony,BR,FW,FW,Manchester Utd,22,2000,22.0,9.0,9.0,9.0,4.0,8.0,28.0,28.6,20.0,18.0,0.0,18.0,11.0,33.0,6.0,0.0,651.0,819.0,79.5,8497.0,1915.0,439.0,495.0,88.7,146.0,197.0,74.1,31.0,51.0,60.8,2.0,2.9,2.4,-0.8999999999999999,28.0,29.0,33.0,2.0,74.0,804.0,15.0,1.0,3.0,2.0,32.0,1.0,0.0,0.0,0.0,0.0,29.0,1066.0,12.0,134.0,348.0,609.0,85.0,1066.0,77.0,30.0,39.0,38.0,49.4,4783.0,2569.0,60.0,32.0,37.0,12.0,813.0,168.0,74.0,3.69,61.0,0.0,5.0,3.0,4.0,1.0,7.0,0.35,6.0,0.0,1.0,0.0,0.0,0.0,EPL
27,27,Cameron Archer,ENG,FW,MF,Aston Villa,21,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,12.0,66.7,108.0,44.0,5.0,5.0,100.0,3.0,5.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,11.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,1.0,8.0,7.0,3.0,15.0,1.0,1.0,100.0,0.0,0.0,114.0,72.0,1.0,1.0,2.0,3.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EPL
28,28,Alphonse Areola,FR,GK,GK,West Ham,29,1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,92.0,72.8,1737.0,1323.0,25.0,25.0,100.0,22.0,22.0,100.0,19.0,43.0,44.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,32.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,98.0,91.0,98.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,253.0,153.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EPL
29,29,Joe Aribo,NG,MF,FW,Southampton,26,1996,31.0,20.0,15.0,12.0,4.0,11.0,20.0,55.0,9.0,14.0,1.0,13.0,10.0,41.0,11.0,0.0,280.0,385.0,72.7,3591.0,907.0,187.0,240.0,77.9,66.0,87.0,75.9,9.0,12.0,75.0,0.0,0.8,0.5,-0.8,9.0,20.0,9.0,0.0,39.0,376.0,9.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,16.0,566.0,14.0,87.0,269.0,222.0,46.0,566.0,39.0,17.0,43.6,21.0,53.8,1294.0,615.0,10.0,7.0,35.0,22.0,354.0,64.0,27.0,1.99,23.0,0.0,1.0,1.0,1.0,1.0,2.0,0.15,1.0,0.0,1.0,0.0,0.0,0.0,EPL
30,30,Adam Armstrong,ENG,FW,MF,Southampton,25,1997,14.0,9.0,6.0,5.0,3.0,3.0,10.0,30.0,7.0,15.0,3.0,12.0,5.0,19.0,6.0,0.0,220.0,302.0,72.8,3235.0,585.0,120.0,146.0,82.2,71.0,89.0,79.8,13.0,23.0,56.5,1.0,1.3,0.8,-0.30000000000000004,11.0,13.0,10.0,2.0,16.0,267.0,35.0,0.0,0.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,21.0,458.0,11.0,71.0,176.0,222.0,46.0,458.0,43.0,13.0,30.2,25.0,58.1,2338.0,996.0,29.0,11.0,24.0,22.0,273.0,70.0,24.0,1.62,19.0,0.0,2.0,1.0,1.0,1.0,2.0,0.13,1.0,0.0,0.0,0.0,0.0,1.0,EPL
31,31,Stuart Armstrong,SCT,MF,FW,Southampton,30,1992,32.0,21.0,15.0,13.0,4.0,14.0,39.0,35.9,25.0,18.0,0.0,18.0,10.0,42.0,9.0,1.0,531.0,676.0,78.6,8041.0,2224.0,296.0,341.0,86.8,189.0,226.0,83.6,29.0,55.0,52.7,1.0,2.2,2.8,-1.2000000000000002,18.0,47.0,32.0,7.0,75.0,634.0,40.0,4.0,3.0,3.0,37.0,2.0,0.0,2.0,0.0,2.0,24.0,864.0,21.0,133.0,403.0,341.0,37.0,864.0,52.0,22.0,42.3,21.0,40.4,3859.0,1910.0,45.0,10.0,28.0,28.0,596.0,88.0,50.0,3.2,39.0,1.0,0.0,6.0,4.0,0.0,2.0,0.13,1.0,0.0,0.0,0.0,1.0,0.0,EPL
